Unnamed: 0,asin,description,emotion_spacy,most_significant_emotion_spacy
50363,B004LJ6KDW,vinyl lp releas never issu cd direct metal master live concert perform record madison wisconsin tracki give hand sail away ladi suit ancestor roll buddi take hammer lowland deep blue sea michael row boat ashor suit ancestor ol howard dead gone hous rise sun young girl goodnight iren movin littl light mine,"Counter({'positive': 2, 'anticipation': 2, 'sadness': 1, 'anger': 1, 'negative': 1})",positive
50373,B004LOFKR4,disc side alma mater orchestra mix voic side dixi medley band mix voic disc side swane river orchestra men glee club side fillmor march medley univers florida band disc side boy deom old florida band men glee club side medley cheer florida let win game band men glee club disc side orang blue band men glee club side medley go gator march fight gator gator fight song band men glee club cheer song gator way song cheer ol florida that alum createdso enjoy time cheer song ol florida gator way student alumni faculti staff friend univers ye music bring cheer song lip music univers florida,"Counter({'positive': 11, 'anticipation': 7, 'negative': 4, 'trust': 3, 'sadness': 3})",positive
50394,B004LSYGMU,classic love song,Counter({'positive': 2}),positive
50406,B004LV2E3K,treasuri immort perform song cross heart grabtown grappl sad sack blue heaven quail come back san quentin doctor livingston presum scuttlebutt keepin liner note barri ulanov editor metronom autor duke ellington incred crosbi histori jazz america collector issu label design record great histor music interest although technic repres rca victor present day high qualiti standard reissu respons widespread public demand,"Counter({'positive': 4, 'sadness': 3, 'trust': 2, 'anticipation': 2, 'negative': 1})",positive
50423,B004LZ43ZS,amaz grace en ander countri gospel treffer alan ladd sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'trust': 1, 'negative': 1})",positive
50425,B004LZ4GUK,vintag jazz n ep collector accordiana classic accordion charl magnant sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'negative': 1})",positive
50426,B004LZ4PYC,love rock neil richardson orchestra singer sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 2, 'trust': 1, 'negative': 1})",positive
50460,B004MG1BGK,medley soul sai bhajan sung student sri sathya sai univers danc still lake rippl rise fall tune divin symphoni bhavanjali soul sing song laugh cri danc nevertheless even melodi rise fall underli seren dynam still spirit take one state joy medit,"Counter({'positive': 4, 'sadness': 2, 'anticipation': 1})",positive
50462,B004MH3INI,subway irrit tootsi roll kid rock taco bell banana peel corpor prais anti butter song take squirrel park thing dont say wife rock roller becam holi roller dont drink beer fireant parent peopl heart air,Counter({'positive': 3}),positive
50466,B004MJS2AU,surf rock instrument featur fame minnesota guitarist zip caplan track penetr drive guitar yellow jacket mr moto apach journey star exodu somewher rainbow nut rocker ram bunk shush bulldog walk run perfidia stranger paradis surf rider theme pulp fiction rawhid lie bumbl bee,"Counter({'positive': 4, 'anticipation': 4, 'negative': 1, 'fear': 1, 'sadness': 1, 'anger': 1})",positive
50470,B004MKESUW,bruckner symphoni march digit live evgeni svetlanov swedish radio symphoni orchestra booklet german english japanes,"Counter({'positive': 2, 'trust': 1})",positive
50475,B004MPEEV0,song manufactur vital record inc made usa,Counter({'positive': 1}),positive
50499,B004N7Z4JS,track cull directli classic max fleischer betti boop cartoon wild pre code earli two vocal perform cab calloway includ version uniqu cartoon minni moocher st jame infirmari loui armstrong scat hot glad dead rascal much superb orchestr support come bandlead redman mae questel cours voic unflapp ms boop vinyl releas mark label,"Counter({'positive': 3, 'anticipation': 2, 'negative': 2, 'surprise': 1, 'anger': 1, 'trust': 1})",positive
50525,B004NKHG2S,debut record long time collabor erik lawrenc rene hart allison miller honey ear trio break new ground sax base trio format move brave forward import inspir record daili freeman remark chemistri extrem elast acoust trio startl debut bill milkowski jazztim build establish legaci honey ear trio updat time honor acoust instrument classic saxophon trio hart occasion augment upright bass loop delay add atmospher tune like window seat nostalgia jazz steampunk serenad perfectli exemplifi past meet futur etho espous titl troy collin jazz,"Counter({'positive': 7, 'trust': 4, 'anticipation': 3, 'surprise': 1, 'sadness': 1})",positive
50527,B004NLS28E,rpm vinyl singl tear pillow two peopl world,Counter({'positive': 1}),positive
50552,B004O0V0J2,master roll disc vladimir de pachman sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'negative': 1})",positive
50562,B004O9U6PM,side love letter second time around love porgi diff renc day made never sunday miss side way come hous hey remind fascin broken heart melodi,"Counter({'positive': 2, 'anticipation': 2, 'negative': 1, 'sadness': 1})",positive
50589,B004OYSIZW,thank card includ great classic cd insid cover write person messag contain one thank card classic music cd insert along singl mail envelop great way say thank someon,"Counter({'positive': 2, 'trust': 1, 'sadness': 1, 'anticipation': 1})",positive
50615,B004PCLWRY,feel piec mapl leaf heart rain peom autumn youyou water grape matur tear lover princ passion yearn famili favor look flower fog somk rain awri sun love forgotten love heart shall leav quiet wish safe autumn tie walk b fall snow love snow one mei flower go taibei see rain winter three hundr sixti five kilomet road person water glass heart love dream hi chess thousand paper bird wander lone guest time stori flow reflow cheer elaps futur dream,"Counter({'positive': 6, 'anticipation': 5, 'trust': 3, 'sadness': 3})",positive
50621,B004PGNN18,master roll disc alexand raab sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'negative': 1})",positive
50625,B004PGNP66,mozart symphoni c major kv linz mozart linzer sinfoni wolfgang amadeu mozart sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'negative': 1})",positive
50626,B004PGNQKG,haydn symphoni surpris g major hob bamberg symphoni orchestra alfr scholz sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'trust': 1, 'negative': 1})",positive
50630,B004PGNQAQ,beethoven piano concerto e flat major op nrnberg symphoni orchestra zsolt deki sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'trust': 1, 'negative': 1})",positive
50634,B004PGNSXQ,mendelssohn symphoni op reform london symphoni orchestra alfr scholz sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'trust': 1, 'negative': 1})",positive
50654,B004PSVW3W,inch vinyl lp talk machin tm,Counter({'positive': 1}),positive
50656,B004PYPCI2,deliu villag romeo juliet suit poem life love irmelin suit life danc,Counter({'positive': 1}),positive
50666,B004Q76UW0,schubert trout quintet side quintet major op side quintet major op quartet c minor quartettsatz smetana quartet,Counter({'positive': 2}),positive
50673,B004QD1UP6,compos arrang king sunni ade shina william record mix miss catherin lesevr island studio london jacket made canada,Counter({'positive': 1}),positive
50687,B004QJNJPO,mercuri stereo sampler vol richard hayman rhapsodero david carrol let danc dick contino rain roof clebanoff birth passion griff william ladi tramp patti page autumn rome b frederick fennel sleigh ride antal dorati march love three orang suit eugen list rhapsodi blue pete rugolo funki drum terri gibb rose room sarah vaughan like someon love,"Counter({'positive': 3, 'anticipation': 2, 'sadness': 1})",positive
50690,B004QOB10Y,know love singl wili bo walker quintet feat teddi charl,"Counter({'positive': 1, 'anticipation': 1})",positive
50696,B004QP7GF2,limit junip base gothenburg sweden lead josé gonzález everi direct taken debut album field white sea aka morgan kibbi remix track,"Counter({'positive': 2, 'anticipation': 2, 'trust': 1})",positive
50703,B004QVIMCM,antithesi entertain group inc canadian import distribut trend music upc match differ cd debut cd david deacon word track creepscap never mind blue anoth look romanc danc hand blender figment desper anthem x hole heaven amour live line buffalo pound lake,"Counter({'positive': 2, 'sadness': 2, 'trust': 2, 'anticipation': 1, 'negative': 1})",positive
50707,B004QXIFFO,vg vg radio station note cover,"Counter({'positive': 1, 'trust': 1})",positive
50718,B004R6CMYA,lp e lp vg vg radio station note cover,"Counter({'positive': 1, 'trust': 1})",positive
50748,B004RCZTOO,tchaikovski serenad string c major op bamberg symphoni orchestra alfr scholz sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'trust': 1, 'negative': 1})",positive
50750,B004RDKELQ,legendari south african supergroup captiv audienc around world four decad distinct vocal harmoni uplift messag peac love uniti featur amaz grace homeless shosholaza,"Counter({'positive': 2, 'anticipation': 1, 'sadness': 1})",positive
50753,B004RH5SH2,side melodi love ben cumana liberac piano duet vinc cardel twelfth street rag liberac banjoist scotti plummer oye negra liberac piano duet vinc cardel side brazil liberac piano duet vinc cardel sweet sue liberac banjoist scotti plummer carioca liberac piano duet vinc cardel la paloma sole mio el bimbo,"Counter({'positive': 5, 'anticipation': 1, 'sadness': 1})",positive
50755,B004RHKGH4,michael jackson paul mccartney say say say extend vinyl singl,Counter({'positive': 1}),positive
50775,B004RTVZDG,tracklist dont want love love hello littl girl one one two bad nobodi know love world without love way window like dreamer satisfi tip mytongu,"Counter({'positive': 4, 'sadness': 1})",positive
50782,B004RWZRXW,side one prologu press confer side two ballad evel knievel evel talk kid evel talk futur repris ballad evel knievel come photo evel knievel,Counter({'positive': 4}),positive
50790,B004RZHGHO,disc one gymnopodi soti girl flaxen hair debussi piano sonata major andont grazioso mozart nocturn eb major op chopin fantasia bach piano senota g andont mozart prelud bach minuet sanatin ravel consolot liszt waltz flat major op chopin mazurka minor op chopin intermezzo major op brahm nativ land op grieg wild rose macdowel disc two pavan ravel andanta cantabil string quartet op tchiaikovki largo frm obo concerto g minor bach sonato op patheltiqu adagio cantabil beethoven divertimeto andanta mozart vocalis rachmanioff arioso contada bach suit solo cello g major prelud bach clair de lune debussi concerto two violin largo non tonto bach passacail suit handel clairnet quintet major larghetto mozart ii largo concerto guitar string orchestra vivaldi air g string orchestr suit bach,"Counter({'positive': 7, 'trust': 2, 'surprise': 1})",positive
